,years,technology,scenario,capacity,generation,retirement,cap.change,investment,annual.capex,annual.FOM,annual.VOM,annual.Fuel,annual.opex
1008,2033,Nuclear,95% by 2035,92091.6,732980.42,0.0,0.0,0.0,0.0,13350734.0110672,1723807.70711462,5347983.44853492,20422525.1667167
1009,2034,Nuclear,95% by 2035,92091.6,732023.94,0.0,0.0,0.0,0.0,13350734.0110672,1721558.27786561,5348612.69881599,20420904.9877488
1010,2035,Nuclear,95% by 2035,92091.6,731830.67,0.0,0.0,0.0,0.0,13350734.0110672,1721103.74960474,5362419.96361484,20434257.7242867
1011,2036,Nuclear,95% by 2035,92091.6,731637.4,0.0,0.0,0.0,0.0,13350734.0110672,1720649.22134387,5376211.63122298,20447594.863634
1012,2037,Nuclear,95% by 2035,92091.6,731612.85,0.0,0.0,0.0,0.0,13350734.0110672,1720591.48517786,5383634.89559594,20454960.391841
1013,2038,Nuclear,95% by 2035,92091.6,731588.3,0.0,0.0,0.0,0.0,13350734.0110672,1720533.74901186,5398661.0569946,20469928.8170736
1014,2039,Nuclear,95% by 2035,92091.6,731511.95,0.0,0.0,0.0,0.0,13350734.0110672,1720354.19071146,5413302.86969558,20484391.0714742
1015,2040,Nuclear,95% by 2035,92091.6,731435.6,0.0,0.0,0.0,0.0,13350734.0110672,1720174.63241107,5427941.50837012,20498850.1518484
1016,2041,Nuclear,95% by 2035,92091.6,731446.28,0.0,0.0,0.0,0.0,13350734.0110672,1720199.74940711,5443224.62664944,20514158.3871237
1017,2042,Nuclear,95% by 2035,92091.6,731456.96,0.0,0.0,0.0,0.0,13350734.0110672,1720224.86640316,5458508.18891829,20529467.0663886
1018,2043,Nuclear,95% by 2035,92091.6,731423.48,0.0,0.0,0.0,0.0,13350734.0110672,1720146.12885375,5473461.73262426,20544341.8725452
1019,2044,Nuclear,95% by 2035,92091.6,731390.0,0.0,0.0,0.0,0.0,13350734.0110672,1720067.39130435,5488413.88449783,20559215.2868693
1020,2045,Nuclear,95% by 2035,92091.6,731485.05,0.0,0.0,0.0,0.0,13350734.0110672,1720290.92786561,5504331.81641537,20575356.7553481
1021,2046,Nuclear,95% by 2035,92091.6,731580.1,0.0,0.0,0.0,0.0,13350734.0110672,1720514.46442688,5520253.69975678,20591502.1752508
1022,2047,Nuclear,95% by 2035,92091.6,731506.75,0.0,0.0,0.0,0.0,13350734.0110672,1720341.96146245,5534912.90245709,20605988.8749867
1023,2048,Nuclear,95% by 2035,92091.6,731433.4,0.0,0.0,0.0,0.0,13350734.0110672,1720169.45849802,5549561.49787288,20620464.9674381
1024,2049,Nuclear,95% by 2035,91208.05,724332.1,900.05,-883.550000000003,16.499999999997,98376.1647146994,13222643.7071146,1703468.77272727,5510738.21026961,20436850.6901115
1025,2050,Nuclear,95% by 2035,90324.5,717230.8,900.05,-883.550000000003,16.499999999997,96630.7890813504,13094553.403162,1686768.08695652,5471619.70702976,20252941.1971483
1026,2010,Solar,95% by 2035,,,0.0,,,,,,,
1027,2011,Solar,95% by 2035,,,0.0,,,,,,,
1028,2012,Solar,95% by 2035,,,0.0,,,,,,,
1029,2013,Solar,95% by 2035,,,0.0,,,,,,,
1030,2014,Solar,95% by 2035,14887.2,28002.514736,0.0,,,,,,,
1031,2015,Solar,95% by 2035,20305.1,37476.53848,0.0,5417.9,5417.9,,,,,
1032,2016,Solar,95% by 2035,27931.5,51893.6544,0.0,7626.4,7626.4,,,,,
1033,2017,Solar,95% by 2035,39093.7,75261.973104,0.0,11162.2,11162.2,,,,,
1034,2018,Solar,95% by 2035,47695.4,91288.790708,0.0,8601.7,8601.7,,,,,
1035,2019,Solar,95% by 2035,56059.4,104804.062544,0.0,8364.0,8364.0,15418590.1619788,1362296.43074659,7238.954116847,0.0,1369535.38486344
1036,2020,Solar,95% by 2035,68047.9,127238.203752,0.0,11988.5,11988.5,20830659.1119685,1683546.64578762,7238.954116847,0.0,1690785.59990446
1037,2021,Solar,95% by 2035,86042.8,173245.967076,0.0,17994.9,17994.9,25467355.447505,2017652.65863371,7238.954116847,0.0,2024891.61275056
1038,2022,Solar,95% by 2035,104037.7,219253.7304,0.0,17994.9,17994.9,23941093.1173799,2315472.40203172,5967.731775845,0.0,2321440.13380757
1039,2023,Solar,95% by 2035,113168.0,237767.1298,0.818144632945469,9130.3,9131.11814463294,12125239.6776403,2395895.74485765,5963.9904527525,0.0,2401859.73531041
1040,2024,Solar,95% by 2035,122298.3,256280.5292,0.818144632945469,9130.30000000001,9131.11814463296,11260323.6400925,2458791.00383038,5960.24912966,0.0,2464751.25296004
1041,2025,Solar,95% by 2035,147782.35,313615.5855,1.13698138972542,25484.05,25485.1869813897,27467076.7316021,2815627.87623668,5978.11404841875,0.0,2821605.9902851
1042,2026,Solar,95% by 2035,173266.4,370950.6418,1.13698138972542,25484.05,25485.1869813897,25298331.3375838,3126483.5182138,5995.9789671775,0.0,3132479.49718098
1043,2027,Solar,95% by 2035,204984.7,439266.0487,1.23136328236436,31718.3,31719.5313632824,29089063.8179083,3496793.04380739,5966.95355986625,0.0,3502759.99736725
1044,2028,Solar,95% by 2035,236703.0,507581.4556,1.23136328236436,31718.3,31719.5313632824,26319808.8211366,3809552.70229113,5937.928152555,0.0,3815490.63044368
1045,2029,Solar,95% by 2035,292890.25,621424.0419,11.505510675818,56187.25,56198.7555106758,41466579.3603185,4443073.64937217,5948.87078680125,0.0,4449022.52015897
1046,2030,Solar,95% by 2035,349077.5,735266.6282,11.505510675818,56187.25,56198.7555106758,36672405.2996449,4976774.08153706,5959.8134210475,0.0,4982733.89495811
1047,2031,Solar,95% by 2035,398821.65,834467.6962,156.192625897457,49744.15,49900.3426258974,32203119.6618629,5642993.55531961,5944.361635485,0.0,5648937.9169551
1048,2032,Solar,95% by 2035,448565.8,933668.7642,156.192625897457,49744.15,49900.3426258975,31790822.7692657,6296749.37132294,5928.9098499225,0.0,6302678.28117287
1049,2033,Solar,95% by 2035,521041.75,1068197.9629,314.232535658269,72475.95,72790.1825356582,45175611.2447315,7279670.9900453,5918.63376328875,0.0,7285589.62380859
1050,2034,Solar,95% by 2035,593517.7,1202727.1616,314.232535658269,72475.95,72790.1825356583,44591221.2838805,8244183.66668996,5908.357676655,0.0,8250092.02436662
1051,2035,Solar,95% by 2035,629098.05,1262008.7462,808.011116707014,35580.3500000001,36388.3611167071,22201440.4098362,8662753.99362596,5891.6928321475,0.0,8668645.68645811
1052,2036,Solar,95% by 2035,664678.4,1321290.3308,808.011116707014,35580.35,36388.361116707,21903180.5203915,9072775.30513579,5875.02798764,0.0,9078650.33312343
1053,2037,Solar,95% by 2035,677705.45,1342972.4339,987.01274225227,13027.05,14014.0627422522,8509551.22542919,9159427.77009135,5903.18486321375,0.0,9165330.95495456
1054,2038,Solar,95% by 2035,690732.5,1364654.537,987.01274225227,13027.05,14014.0627422522,8388593.88320444,9243393.02371697,5931.3417387875,0.0,9249324.36545576
1055,2039,Solar,95% by 2035,707310.35,1396395.3591,1179.49980242907,16577.85,17757.3498024291,10370079.5255576,9374717.47914021,5903.64711831125,0.0,9380621.12625852
1056,2040,Solar,95% by 2035,723888.2,1428136.1812,1179.49980242907,16577.85,17757.3498024291,10220462.294247,9502454.791161,5875.952497835,0.0,9508330.74365884
1057,2041,Solar,95% by 2035,731145.85,1441522.9015,2268.29812804633,7257.64999999998,9525.94812804631,5495625.37703231,9501956.30060072,5718.82414166875,0.0,9507675.12474239
1058,2042,Solar,95% by 2035,738403.5,1454909.6218,2268.29812804633,7257.64999999998,9525.94812804631,5411919.59736406,9500192.19839577,5561.6957855025,0.0,9505753.89418127
1059,2043,Solar,95% by 2035,747361.3,1471778.8359,4517.8231348113,8957.80000000009,13475.6231348114,7495666.06440134,9506719.39726984,2780.84789275125,0.0,9509500.24516259
1060,2044,Solar,95% by 2035,756319.1,1488648.05,4517.8231348113,8957.79999999997,13475.6231348113,7378919.61112477,9511475.06784142,0.0,0.0,9511475.06784142
1061,2045,Solar,95% by 2035,764908.75,1506747.99,6765.15971499217,8589.65000000007,15354.8097149922,8225665.09390412,9523019.39846907,0.0,0.0,9523019.39846907
1062,2046,Solar,95% by 2035,773498.4,1524847.93,6765.15971499217,8589.64999999997,15354.8097149921,8094775.86721568,9532982.70020794,0.0,0.0,9532982.70020794
1063,2047,Solar,95% by 2035,780040.4,1537199.705,5934.20132522704,6541.99999999991,12476.201325227,6516052.01032276,9515337.70228498,0.0,0.0,9515337.70228498
1064,2048,Solar,95% by 2035,786582.4,1549551.48,5934.20132522704,6542.0,12476.201325227,6407552.47455878,9496608.22597414,0.0,0.0,9496608.22597414
1065,2049,Solar,95% by 2035,807104.95,1593831.645,10435.7650265314,20522.55,30958.3150265314,15352091.7772886,9650753.6135681,0.0,0.0,9650753.6135681
1066,2050,Solar,95% by 2035,827627.5,1638111.81,10435.7650265314,20522.5500000001,30958.3150265315,15097488.9684953,9800455.99656567,0.0,0.0,9800455.99656567
1067,2010,Wind,95% by 2035,35702.6,92888.168472,0.0,,,,,,,
1068,2011,Wind,95% by 2035,42019.2,118156.309632,18.5,6316.6,6335.1,,,,,
1069,2012,Wind,95% by 2035,49458.0,137774.16144,18.5,7438.8,7457.3,,,,,
1070,2013,Wind,95% by 2035,59175.6,167954.554944,8.69999999999999,9717.6,9726.3,,,,,
1071,2014,Wind,95% by 2035,60587.8,180454.70352,8.69999999999999,1412.2,1420.9,,,,,
1072,2015,Wind,95% by 2035,67106.2,189287.800464,58.1000000000001,6518.39999999999,6576.49999999999,,,,,
1073,2016,Wind,95% by 2035,74162.7,224134.51194,58.1000000000001,7056.5,7114.6,,,,,
1074,2017,Wind,95% by 2035,83355.6,252647.489376,25.85,9192.90000000001,9218.75000000001,,,,,
1075,2018,Wind,95% by 2035,89228.5,270448.01436,25.85,5872.89999999999,5898.74999999999,,,,,
1076,2019,Wind,95% by 2035,97564.8,294005.670912,61.2,8336.3,8397.5,12058810.0,4195286.4,0.0,0.0,4195286.4
1077,2020,Wind,95% by 2035,107387.7,332072.836956,61.2,9822.89999999999,9884.09999999999,13532231.4545455,4533518.19327272,0.0,0.0,4533518.19327272
1078,2021,Wind,95% by 2035,126790.1,410369.446978,67.35,19402.4,19469.75,25423802.8265134,5255469.55450276,0.0,0.0,5255469.55450276
1079,2022,Wind,95% by 2035,146192.5,488666.057,67.35,19402.4,19469.75,24116928.0922288,5946749.37012067,0.0,0.0,5946749.37012067
1080,2023,Wind,95% by 2035,155288.25,525082.5605,5.34999999999999,9095.74999999998,9101.09999999998,15361456.1964149,6342265.46213049,0.0,0.0,6342265.46213049
1081,2024,Wind,95% by 2035,164384.0,561499.064,5.34999999999999,9095.75000000001,9101.10000000001,14564352.5236711,6711355.13295804,0.0,0.0,6711355.13295804
1082,2025,Wind,95% by 2035,182636.3,628139.304,30.0,18252.3,18282.3,23291000.5745358,7407652.10813465,0.0,0.0,7407652.10813465
1083,2026,Wind,95% by 2035,200888.6,694779.544,30.0,18252.3,18282.3,21945015.182966,8068776.95654405,0.0,0.0,8068776.95654405
1084,2027,Wind,95% by 2035,221698.3,770166.684,9.4,20809.7,20819.1,22324755.5148879,8772300.43131786,0.0,0.0,8772300.43131786
1085,2028,Wind,95% by 2035,242508.0,845553.824,9.4,20809.7,20819.1,20860720.7171467,9440331.21519054,0.0,0.0,9440331.21519054
1086,2029,Wind,95% by 2035,258208.4,905935.902,392.4,15700.4,16092.8,14430087.6529288,9852297.73040378,0.0,0.0,9852297.73040378
1087,2030,Wind,95% by 2035,273908.8,966317.98,392.4,15700.4,16092.8,13324458.5504133,10239596.4077694,0.0,0.0,10239596.4077694
1088,2031,Wind,95% by 2035,305026.8,1080868.825,1079.05,31118.0,32197.05,25368961.5645634,11230919.79924,0.0,0.0,11230919.79924
1089,2032,Wind,95% by 2035,336144.8,1195419.67,1079.05,31118.0,32197.05,25007049.7703312,12188333.7561687,0.0,0.0,12188333.7561687
1090,2033,Wind,95% by 2035,390346.45,1365683.355,1132.3,54201.65,55333.95,40441539.3627151,13876385.3322757,0.0,0.0,13876385.3322757
1091,2034,Wind,95% by 2035,444548.1,1535947.04,1132.3,54201.65,55333.95,39884655.1101268,15507147.8345383,0.0,0.0,15507147.8345383
1092,2035,Wind,95% by 2035,479732.4,1641686.29,1252.9,35184.3,36437.2,25925395.2714163,16444156.3936535,0.0,0.0,16444156.3936535
1093,2036,Wind,95% by 2035,514916.7,1747425.54,1252.9,35184.3,36437.2,25564852.5004965,17344862.2061897,0.0,0.0,17344862.2061897
1094,2037,Wind,95% by 2035,524379.35,1786426.82,3923.3,9462.64999999997,13385.95,8550275.56249998,17355571.196038,0.0,0.0,17355571.196038
1095,2038,Wind,95% by 2035,533842.0,1825428.1,3923.3,9462.65000000002,13385.95,8433148.50000001,17358036.7597581,0.0,0.0,17358036.7597581
1096,2039,Wind,95% by 2035,540177.5,1863099.905,11313.65,6335.5,17649.15,10964534.4375,17259120.3855484,0.0,0.0,17259120.3855484
1097,2040,Wind,95% by 2035,546513.0,1900771.71,11313.65,6335.5,17649.15,10810104.375,17154922.4869941,0.0,0.0,17154922.4869941
1098,2041,Wind,95% by 2035,556406.2,1943211.535,9856.5,9893.19999999995,19749.7,11923881.375,17147468.3441296,0.0,0.0,17147468.3441296
1099,2042,Wind,95% by 2035,566299.4,1985651.36,9856.5,9893.20000000007,19749.7000000001,11751071.5,17130862.9735398,0.0,0.0,17130862.9735398
1100,2043,Wind,95% by 2035,580319.05,2039572.065,2880.6,14019.65,16900.25,9907771.56250001,17219227.0013593,0.0,0.0,17219227.0013593
1101,2044,Wind,95% by 2035,594338.7,2093492.77,2880.6,14019.6499999999,16900.2499999999,9759894.37499995,17294027.9527705,0.0,0.0,17294027.9527705
1102,2045,Wind,95% by 2035,604490.3,2137366.575,8484.2243,10151.6000000001,18635.8243000001,10614673.9026338,17252138.3260106,0.0,0.0,17252138.3260106
1103,2046,Wind,95% by 2035,614641.9,2181240.38,8484.2243,10151.6,18635.8243,10451407.5168732,17200551.5132583,0.0,0.0,17200551.5132583
1104,2047,Wind,95% by 2035,630166.3,2241315.435,6477.5,15524.4,22001.9,12128547.375,17276829.1439964,0.0,0.0,17276829.1439964
1105,2048,Wind,95% by 2035,645690.7,2301390.49,6477.5,15524.3999999999,22001.8999999999,11936030.7499999,17337768.3738366,0.0,0.0,17337768.3738366
1106,2049,Wind,95% by 2035,658221.5,2341858.373,16425.8499,12530.8,28956.6499,15462027.6041836,17309738.6548221,0.0,0.0,17309738.6548221
1107,2050,Wind,95% by 2035,670752.3,2382326.256,16425.8499,12530.8,28956.6499,15208586.6279677,17269376.5416618,0.0,0.0,17269376.5416618
