"","years","technology","scenario","capacity","generation","retirement","cap.change","investment","CAPEX","FOM","VOM","Fuel","annual.capex","annual.FOM","annual.VOM","annual.Fuel","annual.opex"
"610",2023,"Hydro","Reference",79810.4,270972.895,0,0,0,2528.24901079496,63.25971,0,0,0,5048782.758984,0,0,5048782.758984
"611",2023,"Hydro","95% by 2035",79810.4,270971.2,0,0,0,2528.24901079496,63.25971,0,0,0,5048782.758984,0,0,5048782.758984
"612",2023,"Hydro","95% by 2050",79810.4,270977.47,0,0,0,2528.24901079496,63.25971,0,0,0,5048782.758984,0,0,5048782.758984
"613",2023,"Nuclear","95% by 2050",91826.6,733452.58,561,-1120,0,7198.43914707119,144.97233201581,2.35177865612648,7.12992775197628,0,13312316.343083,1724918.1229249,5229463.9049006,20266698.3709085
"614",2023,"Nuclear","95% by 2035",91826.6,733452.58,561,-1120,0,7198.43914707119,144.97233201581,2.35177865612648,7.12992775197628,0,13312316.343083,1724918.1229249,5229463.9049006,20266698.3709085
"615",2023,"Nuclear","Reference",91826.6,733452.58,561,-1120,0,7198.43914707119,144.97233201581,2.35177865612648,7.12992775197628,0,13312316.343083,1724918.1229249,5229463.9049006,20266698.3709085
"616",2023,"PHS","95% by 2050",22818.3,16722.094,0,0,0,2528.24901079496,63.25971,0,0,0,1443479.040693,0,0,1443479.040693
"617",2023,"PHS","95% by 2035",22818.3,16715.157,0,0,0,2528.24901079496,63.25971,0,0,0,1443479.040693,0,0,1443479.040693
"618",2023,"PHS","Reference",22818.3,16705.4025,0,0,0,2528.24901079496,63.25971,0,0,0,1443479.040693,0,0,1443479.040693
"619",2023,"PV dist","95% by 2035",34247.1,51651.198,0,2172.1,2172.1,1947.89992945631,21.4511795676231,0,0,4231033.43677205,734640.691770345,0,0,734640.691770345
"620",2023,"PV dist","Reference",34247.1,51652.018,0,2172.1,2172.1,1947.89992945631,21.4511795676231,0,0,4231033.43677205,734640.691770345,0,0,734640.691770345
"621",2023,"PV dist","95% by 2050",34247.1,51651.86,0,2172.1,2172.1,1947.89992945631,21.4511795676231,0,0,4231033.43677205,734640.691770345,0,0,734640.691770345
"622",2023,"PV utility","Reference",76082.2,179630.32,0.818144632945469,5124.5,5125.31814463295,1196.35126516089,21.3460391721404,0,0,6131680.84668369,1624053.62150262,0,0,1624053.62150262
"623",2023,"PV utility","95% by 2050",76082.2,179600.255,0.818144632945469,5124.5,5125.31814463295,1196.35126516089,21.3460391721404,0,0,6131680.84668369,1624053.62150262,0,0,1624053.62150262
"624",2023,"PV utility","95% by 2035",77915.9,184049.04,0.818144632945469,6958.2,6959.01814463294,1196.35126516089,21.3460391721404,0,0,8325430.16160921,1663195.85353257,0,0,1663195.85353257
"625",2023,"Wind off","95% by 2035",2853.7,11093.1755,0,2779.3,2779.3,3091.536009556,99.589784104146,0,0,8592306.03135899,284199.366898001,0,0,284199.366898001
"626",2023,"Wind off","Reference",2853.7,11093.1755,0,2779.3,2779.3,3091.536009556,99.589784104146,0,0,8592306.03135899,284199.366898001,0,0,284199.366898001
"627",2023,"Wind off","95% by 2050",2853.7,11093.1755,0,2779.3,2779.3,3091.536009556,99.589784104146,0,0,8592306.03135899,284199.366898001,0,0,284199.366898001
"628",2023,"Wind on","95% by 2050",152135.45,512754.035,5.34999999999999,6017.35000000001,6022.70000000001,1259.27272727273,41.5272727272727,0,0,7584221.85454548,6317770.32363636,0,0,6317770.32363636
"629",2023,"Wind on","95% by 2035",152434.55,513989.385,5.34999999999999,6316.44999999998,6321.79999999998,1259.27272727273,41.5272727272727,0,0,7960870.32727272,6330191.13090909,0,0,6330191.13090909
"630",2023,"Wind on","Reference",152135.45,512720.6,5.34999999999999,6017.35000000001,6022.70000000001,1259.27272727273,41.5272727272727,0,0,7584221.85454548,6317770.32363636,0,0,6317770.32363636
"631",2024,"Batteries","Reference",13367.8,10301.261,3,923.799999999999,926.799999999999,1037.39955671368,25.9349889178421,0,0,961461.909162238,346693.74485593,0,0,346693.74485593
"632",2024,"Batteries","95% by 2035",13389.2,10341.922,3,934.5,937.5,1037.39955671368,25.9349889178421,0,0,972562.084419075,347248.753618772,0,0,347248.753618772
"633",2024,"Batteries","95% by 2050",13367.8,10308.199,3,923.799999999999,926.799999999999,1037.39955671368,25.9349889178421,0,0,961461.909162238,346693.74485593,0,0,346693.74485593
"634",2024,"Biomass","Reference",6363.8,37471.1,8,2,10,4275.15285099087,149.833992094862,4.79249011857707,3.19246619489232,42751.5285099087,953513.558893283,179579.876482213,119625.22003543,1252718.65541093
"635",2024,"Biomass","95% by 2050",6363.8,37471.01,8,2,10,4275.15285099087,149.833992094862,4.79249011857707,3.19246619489232,42751.5285099087,953513.558893283,179579.445158103,119624.932713472,1252717.93676486
"636",2024,"Biomass","95% by 2035",6363.8,37486.52,8,2,10,4275.15285099087,149.833992094862,4.79249011857707,3.19246619489232,42751.5285099087,953513.558893283,179653.776679842,119674.447864155,1252841.78343728
"637",2024,"Coal","Reference",180120.4,726833.2,14114.1423643484,-14105.55,8.59236434838203,3072.54662290144,71.8,7.86,16.7085903143418,26400.44006136,12932644.72,5712908.952,12144358.1656621,30789911.8376621
"638",2024,"Coal","95% by 2050",180120.4,726970,14114.1423643484,-14105.55,8.59236434838203,3072.54662290144,71.8,7.86,16.7085903143418,26400.44006136,12932644.72,5713984.2,12146643.9008171,30793272.8208171
"639",2024,"Coal","95% by 2035",178968.9,706705.6,14703.8379225757,-14681.3,22.5379225756824,3072.54662290144,71.8,7.86,16.7085903143418,69248.817897127,12849967.02,5554706.016,11808054.3432511,30212727.3792511
"640",2024,"CSP","95% by 2035",1005,2065.5952,0,0,0,5525.0263250488,60.5570294474125,2.8854875,0,0,60859.8145946496,5960.24912966,0,66820.0637243096
"641",2024,"CSP","Reference",1005,2085.485,0,0,0,5525.0263250488,60.5570294474125,2.8854875,0,0,60859.8145946496,6017.6408989375,0,66877.4554935871
"642",2024,"CSP","95% by 2050",1005,2085.485,0,0,0,5525.0263250488,60.5570294474125,2.8854875,0,0,60859.8145946496,6017.6408989375,0,66877.4554935871
"643",2024,"Gas CC","95% by 2035",295400.2,1460896.1,890.950000000001,5002.5,5893.45,1025.1896732457,27.3,1.74,19.0534475442043,6041904.07978987,8064425.46,2541959.214,27835107.2088826,38441491.8828826
"644",2024,"Gas CC","Reference",295074.4,1452080.8,890.950000000001,4839.59999999998,5730.54999999998,1025.1896732457,27.3,1.74,19.0534475442043,5874900.68201812,8055531.12,2526620.592,27667145.3527462,38249297.0647462
"645",2024,"Gas CC","95% by 2050",295074.4,1451922.4,890.950000000001,4839.59999999998,5730.54999999998,1025.1896732457,27.3,1.74,19.0534475442043,5874900.68201812,8055531.12,2526344.976,27664127.2866552,38246003.3826552
"646",2024,"Gas CC CCS","95% by 2035",0,0,0,0,0,2320.10839421166,64.6,5.69,22.4175718762279,0,0,0,0,0
"647",2024,"Gas CC CCS","95% by 2050",0,0,0,0,0,2320.10839421166,64.6,5.69,22.4175718762279,0,0,0,0,0
"648",2024,"Gas CC CCS","Reference",0,0,0,0,0,2320.10839421166,64.6,5.69,22.4175718762279,0,0,0,0,0
"649",2024,"Gas CT","95% by 2035",194814.9,51953.824,11800.4945452515,-12385,0,885.939311211259,20.9,4.94,28.3122322102161,0,4071631.41,256651.89056,1470928.7292967,5799212.0298567
"650",2024,"Gas CT","Reference",195155.2,51994.84,11621.6305793787,-12214.85,0,885.939311211259,20.9,4.94,28.3122322102161,0,4078743.68,256854.5096,1472089.98381303,5807688.17341303
"651",2024,"Gas CT","95% by 2050",195155.2,52000.302,11621.6305793787,-12214.85,0,885.939311211259,20.9,4.94,28.3122322102161,0,4078743.68,256881.49188,1472244.62522536,5807869.79710536
"652",2024,"Geothermal","95% by 2050",2893.3,21545.92,0,0,0,6134.04494755066,133.265295521965,0,0,0,385576.479533701,0,0,385576.479533701
"653",2024,"Geothermal","95% by 2035",2893.3,21545.92,0,0,0,6134.04494755066,133.265295521965,0,0,0,385576.479533701,0,0,385576.479533701
"654",2024,"Geothermal","Reference",2893.3,21545.916,0,0,0,6134.04494755066,133.265295521965,0,0,0,385576.479533701,0,0,385576.479533701
"655",2024,"Hydro","Reference",79810.4,270904.86,0,0,0,2528.24901079496,63.25971,0,0,0,5048782.758984,0,0,5048782.758984
"656",2024,"Hydro","95% by 2035",79810.4,270896.58,0,0,0,2528.24901079496,63.25971,0,0,0,5048782.758984,0,0,5048782.758984
"657",2024,"Hydro","95% by 2050",79810.4,270909.12,0,0,0,2528.24901079496,63.25971,0,0,0,5048782.758984,0,0,5048782.758984
"658",2024,"Nuclear","95% by 2050",90706.6,724506.7,561,-1120,0,7044.01705063504,144.97233201581,2.35177865612648,7.14032076581028,0,13149947.3312253,1703879.39328063,5173210.23497868,20027036.9594846
"659",2024,"Nuclear","95% by 2035",90706.6,724506.7,561,-1120,0,7044.01705063504,144.97233201581,2.35177865612648,7.14032076581028,0,13149947.3312253,1703879.39328063,5173210.23497868,20027036.9594846
"660",2024,"Nuclear","Reference",90706.6,724506.7,561,-1120,0,7044.01705063504,144.97233201581,2.35177865612648,7.14032076581028,0,13149947.3312253,1703879.39328063,5173210.23497868,20027036.9594846
"661",2024,"PHS","95% by 2050",22818.3,18070.05,0,0,0,2528.24901079496,63.25971,0,0,0,1443479.040693,0,0,1443479.040693
"662",2024,"PHS","Reference",22818.3,18071.186,0,0,0,2528.24901079496,63.25971,0,0,0,1443479.040693,0,0,1443479.040693
"663",2024,"PHS","95% by 2035",22818.3,18056.176,0,0,0,2528.24901079496,63.25971,0,0,0,1443479.040693,0,0,1443479.040693
"664",2024,"PV dist","95% by 2050",36419.2,54603.828,0,2172.1,2172.1,1808.31355242417,20.2101271696763,0,0,3927837.86722054,736036.663417875,0,0,736036.663417875
"665",2024,"PV dist","95% by 2035",36419.2,54602.504,0,2172.1,2172.1,1808.31355242417,20.2101271696763,0,0,3927837.86722054,736036.663417875,0,0,736036.663417875
"666",2024,"PV dist","Reference",36419.2,54604.172,0,2172.1,2172.1,1808.31355242417,20.2101271696763,0,0,3927837.86722054,736036.663417875,0,0,736036.663417875
"667",2024,"PV utility","Reference",81206.7,190700.9,0.818144632945469,5124.5,5125.31814463295,1136.28831484296,20.6674977538172,0,0,5823839.11759902,1678339.28984491,0,0,1678339.28984491
"668",2024,"PV utility","95% by 2050",81206.7,190714.86,0.818144632945469,5124.5,5125.31814463295,1136.28831484296,20.6674977538172,0,0,5823839.11759902,1678339.28984491,0,0,1678339.28984491
"669",2024,"PV utility","95% by 2035",84874.1,199612.43,0.818144632945469,6958.20000000001,6959.01814463296,1136.28831484296,20.6674977538172,0,0,7907451.00052657,1754135.27110726,0,0,1754135.27110726
"670",2024,"Wind off","95% by 2035",5633,21912.164,0,2779.3,2779.3,2968.62559467202,96.9419183048737,0,0,8250701.11527194,546073.825811354,0,0,546073.825811354
"671",2024,"Wind off","Reference",5633,21912.164,0,2779.3,2779.3,2968.62559467202,96.9419183048737,0,0,8250701.11527194,546073.825811354,0,0,546073.825811354
"672",2024,"Wind off","95% by 2050",5633,21912.164,0,2779.3,2779.3,2968.62559467202,96.9419183048737,0,0,8250701.11527194,546073.825811354,0,0,546073.825811354
"673",2024,"Wind on","95% by 2035",158751,539586.9,5.34999999999999,6316.45000000001,6321.80000000001,1215.09090909091,41.1590909090909,0,0,7681561.70909093,6534046.84090909,0,0,6534046.84090909
"674",2024,"Wind on","Reference",158152.8,537121.7,5.34999999999999,6017.34999999998,6022.69999999998,1215.09090909091,41.1590909090909,0,0,7318128.0181818,6509425.47272727,0,0,6509425.47272727
"675",2024,"Wind on","95% by 2050",158152.8,537116.2,5.34999999999999,6017.34999999998,6022.69999999998,1215.09090909091,41.1590909090909,0,0,7318128.0181818,6509425.47272727,0,0,6509425.47272727
"676",2025,"Batteries","95% by 2035",14069.7,11285.3535,16,680.5,696.5,955.928387338264,23.8982096834566,0,0,665804.121781101,336240.640783329,0,0,336240.640783329
"677",2025,"Batteries","Reference",14156.35,11237.675,16,788.549999999999,804.549999999999,955.928387338264,23.8982096834566,0,0,769092.184033,338311.420652401,0,0,338311.420652401
"678",2025,"Batteries","95% by 2050",14156.35,11243.536,16,788.549999999999,804.549999999999,955.928387338264,23.8982096834566,0,0,769092.184033,338311.420652401,0,0,338311.420652401
"679",2025,"Biomass","95% by 2035",6363.8,37474.572,0,0,0,4275.10288350279,149.833992094862,4.79249011857707,3.19246619489232,0,953513.558893283,179596.516007905,119636.304278058,1252746.37917925
"680",2025,"Biomass","Reference",6363.8,37446.796,0,0,0,4275.10288350279,149.833992094862,4.79249011857707,3.19246619489232,0,953513.558893283,179463.399802371,119547.630337029,1252524.58903268
"681",2025,"Biomass","95% by 2050",6363.8,37446.753,0,0,0,4275.10288350279,149.833992094862,4.79249011857707,3.19246619489232,0,953513.558893283,179463.193725296,119547.493060983,1252524.24567956
"682",2025,"Coal","95% by 2035",171196.95,634196.93,8017.30675045141,-7771.94999999998,245.356750451428,3054.58551637629,71.4,7.8,16.5634074263261,749463.176274083,12223462.23,4946736.054,10504462.1401152,27674660.4241152
"683",2025,"Coal","Reference",175701.2,710311.15,4289,-4419.19999999998,0,3054.58551637629,71.4,7.8,16.5634074263261,0,12545065.68,5540426.97,11765172.9769122,29850665.6269122
"684",2025,"Coal","95% by 2050",175701.2,710354.65,4289,-4419.19999999998,0,3054.58551637629,71.4,7.8,16.5634074263261,0,12545065.68,5540766.27,11765893.4851353,29851725.4351353
"685",2025,"CSP","95% by 2050",1005,2077.0634,0,0,0,5315.72567951216,58.87202259655,2.8854875,0,0,59166.3827095328,5993.3404774075,0,65159.7231869403
"686",2025,"CSP","Reference",1005,2077.0634,0,0,0,5315.72567951216,58.87202259655,2.8854875,0,0,59166.3827095328,5993.3404774075,0,65159.7231869403
"687",2025,"CSP","95% by 2035",1005,2071.7865,0,0,0,5315.72567951216,58.87202259655,2.8854875,0,0,59166.3827095328,5978.11404841875,0,65144.4967579515
"688",2025,"Gas CC","Reference",298064.2,1434888.8,222.4,2989.79999999999,3212.19999999999,1025.1896732457,27.3,1.74,20.7918396856582,3293114.26839983,8137152.66,2496706.512,29833977.8963465,40467837.0683465
"689",2025,"Gas CC","95% by 2050",298064.3,1434982.9,222.4,2989.90000000002,3212.30000000002,1025.1896732457,27.3,1.74,20.7918396856582,3293216.78736719,8137155.39,2496870.246,29835934.4084609,40469960.0444609
"690",2025,"Gas CC","95% by 2035",297797.3,1450804.15,222.4,2397.10000000003,2619.50000000004,1025.1896732457,27.3,1.74,20.7918396856582,2685484.34906715,8129866.29,2524399.221,30164887.3020876,40819152.8130876
"691",2025,"Gas CC CCS","Reference",0,0,0,0,0,2303.66150105799,64.4,5.67,24.4628988801572,0,0,0,0,0
"692",2025,"Gas CC CCS","95% by 2035",0,0,0,0,0,2303.66150105799,64.4,5.67,24.4628988801572,0,0,0,0,0
"693",2025,"Gas CC CCS","95% by 2050",0,0,0,0,0,2303.66150105799,64.4,5.67,24.4628988801572,0,0,0,0,0
"694",2025,"Gas CT","Reference",190934.6,49135.934,4329.9719025319,-4220.60000000001,109.371902531894,882.649932580524,20.9,4.94,30.8953742829077,96537.1023959801,3990533.14,242731.51396,1518073.07167025,5751337.72563025
"695",2025,"Gas CT","95% by 2035",190438.2,49761.644,4522.4219025319,-4376.69999999998,145.721902531917,882.649932580524,20.9,4.94,30.8953742829077,128621.427445302,3980158.38,245822.52136,1537404.61631281,5763385.51767281
"696",2025,"Gas CT","95% by 2050",190934.6,49146.813,4329.9719025319,-4220.60000000001,109.371902531894,882.649932580524,20.9,4.94,30.8953742829077,96537.1023959801,3990533.14,242785.25622,1518409.18244707,5751727.57866707
"697",2025,"Geothermal","95% by 2035",3367.95,25080.672,0,474.65,474.65,6033.15447256688,132.317024219832,0,0,2863636.77040387,445637.121721183,0,0,445637.121721183
"698",2025,"Geothermal","95% by 2050",3269.85,24350.194,0,376.55,376.55,6033.15447256688,132.317024219832,0,0,2271784.31664506,432656.821645218,0,0,432656.821645218
"699",2025,"Geothermal","Reference",3269.85,24350.196,0,376.55,376.55,6033.15447256688,132.317024219832,0,0,2271784.31664506,432656.821645218,0,0,432656.821645218
"700",2025,"Hydro","95% by 2035",79639.4,276608.85,0,-171,0,2528.24901079496,63.25971,0,0,0,5037965.348574,0,0,5037965.348574
"701",2025,"Hydro","Reference",79563.3,276695.68,0,-247.100000000006,0,2528.24901079496,63.25971,0,0,0,5033151.284643,0,0,5033151.284643
"702",2025,"Hydro","95% by 2050",79563.3,276695.57,0,-247.100000000006,0,2528.24901079496,63.25971,0,0,0,5033151.284643,0,0,5033151.284643
"703",2025,"Nuclear","95% by 2050",90706.6,724506.7,559,0,559,7043.60510307071,144.97233201581,2.35177865612648,7.16110679347826,3937375.25261653,13149947.3312253,1703879.39328063,5188269.85129052,20042096.5757964
"704",2025,"Nuclear","Reference",90706.6,724506.7,559,0,559,7043.60510307071,144.97233201581,2.35177865612648,7.16110679347826,3937375.25261653,13149947.3312253,1703879.39328063,5188269.85129052,20042096.5757964
"705",2025,"Nuclear","95% by 2035",90706.6,724506.7,559,0,559,7043.60510307071,144.97233201581,2.35177865612648,7.16110679347826,3937375.25261653,13149947.3312253,1703879.39328063,5188269.85129052,20042096.5757964
"706",2025,"PHS","Reference",22889.7,18662.859,0,71.3999999999978,71.3999999999978,2528.24901079496,63.25971,0,0,180516.979370755,1447995.783987,0,0,1447995.783987
"707",2025,"PHS","95% by 2035",22842,18796.189,0,23.7000000000007,23.7000000000007,2528.24901079496,63.25971,0,0,59919.5015558424,1444978.29582,0,0,1444978.29582
"708",2025,"PHS","95% by 2050",22893.05,18639.549,0,74.75,74.75,2528.24901079496,63.25971,0,0,188986.613556923,1448207.7040155,0,0,1448207.7040155
"709",2025,"PV dist","95% by 2035",39680.85,59118.944,0,3261.65,3261.65,1668.72717539204,18.9690747717295,0,0,5442803.99161745,752709.010655782,0,0,752709.010655782
"710",2025,"PV dist","Reference",39680.85,59154.924,0,3261.65,3261.65,1668.72717539204,18.9690747717295,0,0,5442803.99161745,752709.010655782,0,0,752709.010655782
"711",2025,"PV dist","95% by 2050",39680.85,59154.854,0,3261.65,3261.65,1668.72717539204,18.9690747717295,0,0,5442803.99161745,752709.010655782,0,0,752709.010655782
"712",2025,"PV utility","95% by 2035",107096.5,252424.855,1.13698138972542,22222.4,22223.5369813897,1076.22536452503,19.9912369955842,0,0,23917534.1888316,2140991.51289758,0,0,2140991.51289758
"713",2025,"PV utility","Reference",97599.3,230278.3,0.880357481999428,16392.6,16393.480357482,1076.22536452503,19.9912369955842,0,0,17643079.373565,1951130.73690312,0,0,1951130.73690312
"714",2025,"PV utility","95% by 2050",97606,230364.79,0.880357481999437,16399.3,16400.180357482,1076.22536452503,19.9912369955842,0,0,17650290.0835073,1951264.67819099,0,0,1951264.67819099
"715",2025,"Wind off","95% by 2035",8405,32580.384,0,2772,2772,2857.51343839935,94.6482326198292,0,0,7921027.251243,795518.395169664,0,0,795518.395169664
"716",2025,"Wind off","95% by 2050",8405,32567.192,0,2772,2772,2857.51343839935,94.6482326198292,0,0,7921027.251243,795518.395169664,0,0,795518.395169664
"717",2025,"Wind off","Reference",8405,32567.192,0,2772,2772,2857.51343839935,94.6482326198292,0,0,7921027.251243,795518.395169664,0,0,795518.395169664
"718",2025,"Wind on","95% by 2050",162782.55,557013.62,30,4629.75,4659.75,1170.90909090909,40.7909090909091,0,0,5456143.63636363,6640048.19863637,0,0,6640048.19863637
"719",2025,"Wind on","Reference",162827.45,557281.075,30,4674.65000000002,4704.65000000002,1170.90909090909,40.7909090909091,0,0,5508717.45454548,6641879.71045455,0,0,6641879.71045455
"720",2025,"Wind on","95% by 2035",174231.3,595558.92,30,15480.3,15510.3,1170.90909090909,40.7909090909091,0,0,18161151.2727272,7107053.11909091,0,0,7107053.11909091
