"","years","technology","scenario","capacity","generation","retirement","cap.change","investment","CAPEX","FOM","VOM","Fuel","annual.capex","annual.FOM","annual.VOM","annual.Fuel","annual.opex"
"935",2030,"PV dist","95% by 2035",67313.2,98105.784,0,7326.7,7326.7,970.795290231381,12.7638127819957,0,0,7112725.85293826,859173.082557033,0,0,859173.082557033
"936",2030,"PV dist","Reference",67313.2,98506.424,0,7326.7,7326.7,970.795290231381,12.7638127819957,0,0,7112725.85293826,859173.082557033,0,0,859173.082557033
"937",2030,"PV utility","Reference",205546.3,482664.77,13.2242663783859,32308.45,32321.6742663784,775.910612935358,16.6409501816446,0,0,25078730.0911227,3420485.73832138,0,0,3420485.73832138
"938",2030,"PV utility","95% by 2035",280759.3,635095.4,11.505510675818,48860.55,48872.0555106758,775.910612935358,16.6409501816446,0,0,37920346.5466993,4672101.52433341,0,0,4672101.52433341
"939",2030,"PV utility","95% by 2050",210132,486185.12,15.0323583925594,31934.5,31949.5323583926,775.910612935358,16.6409501816446,0,0,24789981.2351984,3496796.14356934,0,0,3496796.14356934
"940",2030,"Wind off","95% by 2035",18837,71639.58,0,1446,1446,2406.17753760671,86.3086032252113,0,0,3479332.7193793,1625795.15895331,0,0,1625795.15895331
"941",2030,"Wind off","95% by 2050",18837,71637.76,0,1446,1446,2406.17753760671,86.3086032252113,0,0,3479332.7193793,1625795.15895331,0,0,1625795.15895331
"942",2030,"Wind off","Reference",18837,71593.68,0,1446,1446,2406.17753760671,86.3086032252113,0,0,3479332.7193793,1625795.15895331,0,0,1625795.15895331
"943",2030,"Wind on","95% by 2035",255071.8,894678.4,392.4,14254.4,14646.8,950,38.95,0,0,13914460,9935046.61,0,0,9935046.61
"944",2030,"Wind on","95% by 2050",187124.6,660356.16,392.4,4155.39999999999,4547.79999999999,950,38.95,0,0,4320409.99999999,7288503.17,0,0,7288503.17
"945",2030,"Wind on","Reference",175275.7,613107.3,392.4,2976.79999999999,3369.19999999999,950,38.95,0,0,3200739.99999999,6826988.515,0,0,6826988.515
"946",2031,"Batteries","95% by 2050",38661.15,48394.677,281.3,5592.85,5874.15,774.292648930519,19.357316223263,0,0,4548311.16371521,748376.106105004,0,0,748376.106105004
"947",2031,"Batteries","95% by 2035",44758.05,63699.475,281.3,11874.55,12155.85,774.292648930519,19.357316223263,0,0,9412185.29650205,866395.727386617,0,0,866395.727386617
"948",2031,"Batteries","Reference",39954.2,48448.857,281.3,7031.3,7312.6,774.292648930519,19.357316223263,0,0,5662092.42456931,773406.083847494,0,0,773406.083847494
"949",2031,"Biomass","95% by 2035",5914.9,33409.2,38.7,-38.7000000000007,0,4132.50807329848,149.833992094862,4.79249011857707,3.19246619489232,0,886253.079841899,160113.260869565,106657.741598396,1153024.08230986
"950",2031,"Biomass","95% by 2050",5914.9,34296.346,38.7,-38.7000000000007,0,4132.50807329848,149.833992094862,4.79249011857707,3.19246619489232,0,886253.079841899,164364.8993083,109489.92521333,1160107.90436353
"951",2031,"Biomass","Reference",5914.9,34220.364,38.7,-38.7000000000007,0,4132.50807329848,149.833992094862,4.79249011857707,3.19246619489232,0,886253.079841899,164000.75632411,109247.35524691,1159501.19141292
"952",2031,"Coal","Reference",158012.85,675270.27,1846.45,-2167.85000000001,0,2853.42112329467,69,7.46,16.5855454833006,0,10902886.65,5037516.2142,11199725.7766057,27140128.6408057
"953",2031,"Coal","95% by 2050",157685.25,570831.32,1846.45,-2167.85000000001,0,2853.42112329467,69,7.46,16.5855454833006,0,10880282.25,4258401.6472,9467548.82115252,24606232.7183525
"954",2031,"Coal","95% by 2035",138281.15,158270.792,5624.1207370255,-5994.35000000001,0,2853.42112329467,69,7.46,16.5855454833006,0,9541399.35,1180700.10832,2625007.41939401,13347106.877714
"955",2031,"CSP","95% by 2050",1005,2070.2466,0,0,0,4505.67880859532,50.4469883422375,2.8854875,0,0,50699.2232839487,5973.6706862175,0,56672.8939701662
"956",2031,"CSP","Reference",1005,2061.6525,0,0,0,4505.67880859532,50.4469883422375,2.8854875,0,0,50699.2232839487,5948.87251809375,0,56648.0958020424
"957",2031,"CSP","95% by 2035",1005,2060.0892,0,0,0,4505.67880859532,50.4469883422375,2.8854875,0,0,50699.2232839487,5944.361635485,0,56643.5849194337
"958",2031,"Gas CC","95% by 2035",302869.25,1169901.15,177,-160.450000000012,16.5499999999884,995.585265569088,27.3,1.74,22.6198506876228,16476.9361451568,8268330.525,2035628.001,26462989.3322782,36766947.8582782
"959",2031,"Gas CC","95% by 2050",307950.65,1274667.15,177,2666.15000000002,2843.15000000002,995.585265569088,27.3,1.74,22.6198506876228,2830598.24780278,8407052.745,2217920.841,28832780.6094177,39457754.1954177
"960",2031,"Gas CC","Reference",307452,1254517.6,177,4921,5098,995.585265569088,27.3,1.74,22.6198506876228,5075493.68387121,8393439.6,2182860.624,28377000.7969949,38953301.0209949
"961",2031,"Gas CC CCS","95% by 2050",0,0,0,0,0,2141.3854886084,63.1,5.55,26.6136680746562,0,0,0,0,0
"962",2031,"Gas CC CCS","95% by 2035",0,0,0,0,0,2141.3854886084,63.1,5.55,26.6136680746562,0,0,0,0,0
"963",2031,"Gas CC CCS","Reference",0,0,0,0,0,2141.3854886084,63.1,5.55,26.6136680746562,0,0,0,0,0
"964",2031,"Gas CT","95% by 2035",169843.85,33537.339,1162.14270763448,-1066.14999999999,95.9927076344859,843.177389011706,20.9,4.94,33.6116843811395,80938.8805874099,3549736.465,165674.45466,1127246.45345128,4842657.37311128
"965",2031,"Gas CT","95% by 2050",169958.9,22152.2955,1138.4,-905.899999999994,232.500000000006,843.177389011706,20.9,4.94,33.6116843811395,196038.742945227,3552141.01,109432.33977,744575.964663737,4406149.31443374
"966",2031,"Gas CT","Reference",170202.75,22340.9335,1139.45,-816.049999999988,323.400000000012,843.177389011706,20.9,4.94,33.6116843811395,272683.567606396,3557237.475,110364.21149,750916.405582026,4418518.09207203
"967",2031,"Geothermal","95% by 2050",3754.7,27960.689,0,24.5999999999999,24.5999999999999,5522.41541334915,127.575667709165,0,0,135851.419168389,479008.359547602,0,0,479008.359547602
"968",2031,"Geothermal","95% by 2035",4203.45,31301.795,0,277.150000000001,277.150000000001,5522.41541334915,127.575667709165,0,0,1530537.43180972,536257.94043209,0,0,536257.94043209
"969",2031,"Geothermal","Reference",3754.7,27960.68,0,24.5999999999999,24.5999999999999,5522.41541334915,127.575667709165,0,0,135851.419168389,479008.359547602,0,0,479008.359547602
"970",2031,"Hydro","95% by 2050",79441.8,281739.5,0,33.0999999999913,33.0999999999913,2528.2492483796,63.25971,0,0,83685.0501213427,5025465.229878,0,0,5025465.229878
"971",2031,"Hydro","Reference",79447.8,282079.2,0,46.0999999999913,46.0999999999913,2528.2492483796,63.25971,0,0,116552.290350277,5025844.788138,0,0,5025844.788138
"972",2031,"Hydro","95% by 2035",79560.95,276746.755,0,62.3500000000058,62.3500000000058,2528.2492483796,63.25971,0,0,157636.340636483,5033002.6243245,0,0,5033002.6243245
"973",2031,"Nuclear","95% by 2050",92091.6,735245.95,0,0,0,6806.66857478761,144.97233201581,2.35177865612648,7.25464391798419,0,13350734.0110672,1729135.73221344,5333947.55939001,20413817.3026706
"974",2031,"Nuclear","Reference",92091.6,735218,0,0,0,6806.66857478761,144.97233201581,2.35177865612648,7.25464391798419,0,13350734.0110672,1729070,5333744.7920925,20413548.8031597
"975",2031,"Nuclear","95% by 2035",92091.6,734248.95,0,0,0,6806.66857478761,144.97233201581,2.35177865612648,7.25464391798419,0,13350734.0110672,1726791.00889328,5326714.67940378,20404239.6993642
"976",2031,"PHS","Reference",27334.25,26377.837,0,950.150000000001,950.150000000001,2528.2492483796,63.25971,0,0,2402216.02334788,1729156.7280675,0,0,1729156.7280675
"977",2031,"PHS","95% by 2035",26034,33239.743,0,1157.7,1157.7,2528.2492483796,63.25971,0,0,2926954.15484906,1646903.29014,0,0,1646903.29014
"978",2031,"PHS","95% by 2050",26699.55,24573.005,0,1165.15,1165.15,2528.2492483796,63.25971,0,0,2945789.61174949,1689005.7901305,0,0,1689005.7901305
"979",2031,"PV dist","95% by 2035",74282.2,107169.732,0,6969,6969,959.858497230122,12.6678720868117,0,0,6689253.86719672,940997.407926964,0,0,940997.407926964
"980",2031,"PV dist","Reference",74282.2,108324.912,0,6969,6969,959.858497230122,12.6678720868117,0,0,6689253.86719672,940997.407926964,0,0,940997.407926964
"981",2031,"PV dist","95% by 2050",74282.2,108290.91,0,6969,6969,959.858497230122,12.6678720868117,0,0,6689253.86719672,940997.407926964,0,0,940997.407926964
"982",2031,"PV utility","95% by 2050",222355.45,512821.21,129.855201438305,12223.45,12353.3052014383,768.99658506838,16.5556051151499,0,0,9499649.51421352,3681229.02540146,0,0,3681229.02540146
"983",2031,"PV utility","95% by 2035",323534.45,725237.875,156.192625897457,42775.15,42931.3426258974,768.99658506838,16.5556051151499,0,0,33014055.8717157,5356308.59534721,0,0,5356308.59534721
"984",2031,"PV utility","Reference",210711.25,493132.415,97.9889378868742,5164.95000000001,5262.93893788689,768.99658506838,16.5556051151499,0,0,4047182.07065842,3488452.24831963,0,0,3488452.24831963
"985",2031,"Wind off","Reference",21084,79918.985,0,2247,2247,2363.7733064598,85.0356411783416,0,0,5311398.61961517,1792891.45860415,0,0,1792891.45860415
"986",2031,"Wind off","95% by 2035",21084,79888.025,0,2247,2247,2363.7733064598,85.0356411783416,0,0,5311398.61961517,1792891.45860415,0,0,1792891.45860415
"987",2031,"Wind off","95% by 2050",21084,79985.94,0,2247,2247,2363.7733064598,85.0356411783416,0,0,5311398.61961517,1792891.45860415,0,0,1792891.45860415
"988",2031,"Wind on","Reference",175948.1,617955.7,1079.05,672.399999999994,1751.44999999999,940.5,38.657875,0,0,1647238.72499999,6801779.6562875,0,0,6801779.6562875
"989",2031,"Wind on","95% by 2035",283942.8,1000980.8,1079.05,28871,29950.05,940.5,38.657875,0,0,28168022.025,10976625.26955,0,0,10976625.26955
"990",2031,"Wind on","95% by 2050",192571.2,684924.93,1079.05,5446.60000000001,6525.65000000001,940.5,38.657875,0,0,6137373.82500001,7444393.3782,0,0,7444393.3782
"991",2032,"Batteries","95% by 2050",44254,56915.99,281.3,5592.85,5874.15,764.491476159247,19.1122869039812,0,0,4490737.60468084,845795.144648784,0,0,845795.144648784
"992",2032,"Batteries","95% by 2035",56632.6,83298.41,281.3,11874.55,12155.85,764.491476159247,19.1122869039812,0,0,9293043.71047038,1082378.49931841,0,0,1082378.49931841
"993",2032,"Batteries","Reference",46985.5,57784.184,281.3,7031.3,7312.6,764.491476159247,19.1122869039812,0,0,5590420.36856211,898000.356327009,0,0,898000.356327009
"994",2032,"Biomass","95% by 2050",5876.2,34047.172,38.7,-38.6999999999998,1.84741111297626e-13,4101.25223985415,149.833992094862,4.79249011857707,3.19246619489232,7.57669896502534e-10,880454.504347828,163170.735375494,108694.445641684,1152319.68536501
"995",2032,"Biomass","Reference",5876.2,33966.064,38.7,-38.6999999999998,1.84741111297626e-13,4101.25223985415,149.833992094862,4.79249011857707,3.19246619489232,7.57669896502534e-10,880454.504347828,162782.026086956,108435.511093549,1151672.04152833
"996",2032,"Biomass","95% by 2035",5876.2,32748.052,38.7,-38.6999999999998,1.84741111297626e-13,4101.25223985415,149.833992094862,4.79249011857707,3.19246619489232,7.57669896502534e-10,880454.504347828,156944.715612648,104547.048958576,1141946.26891905
"997",2032,"Coal","95% by 2050",155517.4,534383.94,1846.45,-2167.85000000001,0,2815.10409604103,68.6,7.41,16.5602933339882,0,10668493.64,3959784.9954,8849554.79937235,23477833.4347723
"998",2032,"Coal","95% by 2035",132286.8,34944.584,5624.1207370255,-5994.35000000001,0,2815.10409604103,68.6,7.41,16.5602933339882,0,9074874.48,258939.36744,578692.561474191,9912506.40891419
"999",2032,"Coal","Reference",155845,655649.6,1846.45,-2167.85000000001,0,2815.10409604103,68.6,7.41,16.5602933339882,0,10690967,4858363.536,10857749.700312,26407080.236312
"1000",2032,"CSP","95% by 2050",1005,2069.9262,0,0,0,4432.49853118663,50.4469883422375,2.8854875,0,0,50699.2232839487,5972.7461760225,0,56671.9694599712
"1001",2032,"CSP","95% by 2035",1005,2054.7342,0,0,0,4432.49853118663,50.4469883422375,2.8854875,0,0,50699.2232839487,5928.9098499225,0,56628.1331338712
"1002",2032,"CSP","Reference",1005,2060.872,0,0,0,4432.49853118663,50.4469883422375,2.8854875,0,0,50699.2232839487,5946.6203951,0,56645.8436790487
"1003",2032,"Gas CC","95% by 2035",302708.8,1117998.3,177,-160.450000000012,16.5499999999884,991.199427394775,27.3,1.74,22.7783041257367,16404.350523372,8263950.24,1945317.042,25466105.2894566,35675372.5714566
"1004",2032,"Gas CC","95% by 2050",310616.8,1279481.1,177,2666.14999999997,2843.14999999997,991.199427394775,27.3,1.74,22.7783041257367,2818128.65199742,8479838.64,2226297.114,29144409.6189321,39850545.3729321
"1005",2032,"Gas CC","Reference",312373,1277664.6,177,4921,5098,991.199427394775,27.3,1.74,22.7783041257367,5053134.68085856,8527782.9,2223136.404,29103032.8294877,39853952.1334877
"1006",2032,"Gas CC CCS","95% by 2050",0,0,0,0,0,2113.97400001895,62.8,5.53,26.8000984479371,0,0,0,0,0
"1007",2032,"Gas CC CCS","95% by 2035",0,0,0,0,0,2113.97400001895,62.8,5.53,26.8000984479371,0,0,0,0,0
"1008",2032,"Gas CC CCS","Reference",0,0,0,0,0,2113.97400001895,62.8,5.53,26.8000984479371,0,0,0,0,0
"1009",2032,"Gas CT","95% by 2050",169053,19346.409,1138.4,-905.899999999994,232.500000000006,837.695091293814,20.9,4.94,33.8471362868369,194764.108725817,3533207.7,95571.26046,654820.542083888,4283599.50254389
"1010",2032,"Gas CT","95% by 2035",168777.7,35647.725,1162.14270763448,-1066.14999999999,95.9927076344859,837.695091293814,20.9,4.94,33.8471362868369,80412.6199854111,3527453.93,176099.7615,1206573.40639068,4910127.09789068
"1011",2032,"Gas CT","Reference",169386.7,18995.455,1139.45,-816.049999999988,323.400000000012,837.695091293814,20.9,4.94,33.8471362868369,270910.592524429,3540182.03,93837.5477,642941.754215478,4276961.33191548
"1012",2032,"Geothermal","95% by 2035",4480.6,33365.51,0,277.15,277.15,5494.8033362824,127.575667709165,0,0,1522884.74465067,571615.536737685,0,0,571615.536737685
"1013",2032,"Geothermal","Reference",3779.3,28144.122,0,24.6000000000004,24.6000000000004,5494.8033362824,127.575667709165,0,0,135172.162072549,482146.720973247,0,0,482146.720973247
"1014",2032,"Geothermal","95% by 2050",3779.3,28144.134,0,24.6000000000004,24.6000000000004,5494.8033362824,127.575667709165,0,0,135172.162072549,482146.720973247,0,0,482146.720973247
"1015",2032,"Hydro","Reference",79493.9,282182.85,0,46.1000000000058,46.1000000000058,2528.24928797704,63.25971,0,0,116552.292175756,5028761.060769,0,0,5028761.060769
"1016",2032,"Hydro","95% by 2035",79623.3,275174.53,0,62.3499999999913,62.3499999999913,2528.24928797704,63.25971,0,0,157636.343105346,5036946.867243,0,0,5036946.867243
"1017",2032,"Hydro","95% by 2050",79474.9,281530.94,0,33.1000000000058,33.1000000000058,2528.24928797704,63.25971,0,0,83685.0514320547,5027559.126279,0,0,5027559.126279
"1018",2032,"Nuclear","95% by 2050",92091.6,735234.7,0,0,0,6754.84106983162,144.97233201581,2.35177865612648,7.27542994565217,0,13350734.0110672,1729109.27470356,5349148.55346259,20428991.8392333
"1019",2032,"Nuclear","Reference",92091.6,735226,0,0,0,6754.84106983162,144.97233201581,2.35177865612648,7.27542994565217,0,13350734.0110672,1729088.81422925,5349085.25722206,20428908.0825185
"1020",2032,"Nuclear","95% by 2035",92091.6,733936.9,0,0,0,6754.84106983162,144.97233201581,2.35177865612648,7.27542994565217,0,13350734.0110672,1726057.13636363,5339706.50047912,20416497.6479099
"1021",2032,"PHS","95% by 2050",27864.7,26690.04,0,1165.15,1165.15,2528.24928797704,63.25971,0,0,2945789.65788644,1762712.841237,0,0,1762712.841237
"1022",2032,"PHS","Reference",28284.4,27461.926,0,950.150000000001,950.150000000001,2528.24928797704,63.25971,0,0,2402216.06097139,1789262.941524,0,0,1789262.941524
"1023",2032,"PHS","95% by 2035",27191.7,38336.11,0,1157.7,1157.7,2528.24928797704,63.25971,0,0,2926954.20069102,1720139.056407,0,0,1720139.056407
"1024",2032,"PV dist","95% by 2050",81251.2,118095.64,0,6969,6969,948.921704228863,12.5719313916277,0,0,6613035.35677095,1021484.51188742,0,0,1021484.51188742
"1025",2032,"PV dist","95% by 2035",81251.2,116233.68,0,6969,6969,948.921704228863,12.5719313916277,0,0,6613035.35677095,1021484.51188742,0,0,1021484.51188742
"1026",2032,"PV dist","Reference",81251.2,118143.4,0,6969,6969,948.921704228863,12.5719313916277,0,0,6613035.35677095,1021484.51188742,0,0,1021484.51188742
"1027",2032,"PV utility","95% by 2035",366309.6,815380.35,156.192625897457,42775.15,42931.3426258975,762.082557201402,16.4705632320281,0,0,32717227.3724335,6033325.42929892,0,0,6033325.42929892
"1028",2032,"PV utility","95% by 2050",234578.9,539457.3,129.855201438305,12223.45,12353.3052014383,762.082557201402,16.4705632320281,0,0,9414238.41780147,3863646.6053496,0,0,3863646.6053496
"1029",2032,"PV utility","Reference",215876.2,503600.06,97.9889378868742,5164.95000000001,5262.93893788689,762.082557201402,16.4705632320281,0,0,4010793.96417967,3555602.60238994,0,0,3555602.60238994
"1030",2032,"Wind off","Reference",23331,88244.29,0,2247,2247,2324.29591172076,83.8505418650684,0,0,5222692.91363655,1956316.99225391,0,0,1956316.99225391
"1031",2032,"Wind off","95% by 2050",23331,88334.12,0,2247,2247,2324.29591172076,83.8505418650684,0,0,5222692.91363655,1956316.99225391,0,0,1956316.99225391
"1032",2032,"Wind off","95% by 2035",23331,88136.47,0,2247,2247,2324.29591172076,83.8505418650684,0,0,5222692.91363655,1956316.99225391,0,0,1956316.99225391
"1033",2032,"Wind on","Reference",176620.5,622804.1,1079.05,672.399999999994,1751.44999999999,931,38.36575,0,0,1630599.94999999,6776177.947875,0,0,6776177.947875
"1034",2032,"Wind on","95% by 2050",198017.8,709493.7,1079.05,5446.59999999998,6525.64999999998,931,38.36575,0,0,6075380.14999998,7597101.41035,0,0,7597101.41035
"1035",2032,"Wind on","95% by 2035",312813.8,1107283.2,1079.05,28871,29950.05,931,38.36575,0,0,27883496.55,12001336.04735,0,0,12001336.04735
"1036",2033,"Batteries","95% by 2035",86328.65,138541.965,249.05,29696.05,29945.1,754.690303387975,18.8672575846994,0,0,22599276.6039832,1628784.87648936,0,0,1628784.87648936
"1037",2033,"Batteries","Reference",49629.2,62295.912,249.05,2643.7,2892.75,754.690303387975,18.8672575846994,0,0,2183130.37512556,936366.900122563,0,0,936366.900122563
"1038",2033,"Batteries","95% by 2050",48385.65,63502.95,249.05,4131.65,4380.7,754.690303387975,18.8672575846994,0,0,3306071.8120517,912904.52195311,0,0,912904.52195311
"1039",2033,"Biomass","Reference",5740.05,33076.4,134,-136.150000000001,0,4067.8429003268,149.833992094862,4.79249011857707,3.19246619489232,0,860054.606324113,158518.320158103,105595.288848736,1124168.21533095
"1040",2033,"Biomass","95% by 2050",5740.05,33103.519,134,-136.150000000001,0,4067.8429003268,149.833992094862,4.79249011857707,3.19246619489232,0,860054.606324113,158648.287697628,105681.865339476,1124384.75936122
"1041",2033,"Biomass","95% by 2035",5740.05,30855.679,134,-136.150000000001,0,4067.8429003268,149.833992094862,4.79249011857707,3.19246619489232,0,860054.606324113,147875.536709486,98505.7121279489,1106435.85516155
"1042",2033,"Coal","95% by 2050",153526.75,501404.02,1861.35,-1990.64999999999,0,2775.58966168571,68.2,7.35,16.6178319174853,0,10470524.35,3685319.547,8332247.72711144,22488091.6241114
"1043",2033,"Coal","95% by 2035",100885.35,17632.7752,31443.5533025961,-31401.45,42.1033025961042,2775.58966168571,68.2,7.35,16.6178319174853,116861.491408572,6880380.87,129600.89772,293018.494512403,7303000.2622324
"1044",2033,"Coal","Reference",153854.35,636267.68,1868.95,-1990.64999999999,0,2775.58966168571,68.2,7.35,16.6178319174853,0,10492866.67,4676567.448,10573389.3607683,25742823.4787683
"1045",2033,"CSP","Reference",1005,2066.6941,0,0,0,4373.42174952206,50.4469883422375,2.8854875,0,0,50699.2232839487,5963.41999187375,0,56662.6432758224
"1046",2033,"CSP","95% by 2035",1005,2051.1729,0,0,0,4373.42174952206,50.4469883422375,2.8854875,0,0,50699.2232839487,5918.63376328875,0,56617.8570472374
"1047",2033,"CSP","95% by 2050",1005,2075.7794,0,0,0,4373.42174952206,50.4469883422375,2.8854875,0,0,50699.2232839487,5989.6355114575,0,56688.8587954062
"1048",2033,"Gas CC","95% by 2050",311138.75,1261320.5,859.499999999999,521.950000000012,1381.45000000001,984.620670133306,27.3,1.74,23.1983968565815,1360204.22475567,8494087.875,2194697.67,29260613.5223418,39949399.0673418
"1049",2033,"Gas CC","95% by 2035",302152.3,903174.735,859.499999999999,-556.5,302.999999999999,984.620670133306,27.3,1.74,23.1983968565815,298340.063050391,8248757.79,1571524.0389,20952205.9333678,30772487.7622678
"1050",2033,"Gas CC","Reference",314610.45,1271029.4,859.499999999999,2237.45000000001,3096.95000000001,984.620670133306,27.3,1.74,23.1983968565815,3049320.98436935,8588865.285,2211591.156,29485844.4375827,40286300.8785827
"1051",2033,"Gas CC CCS","95% by 2035",0,0,0,0,0,2084.36959234233,62.6,5.52,27.2943638015717,0,0,0,0,0
"1052",2033,"Gas CC CCS","95% by 2050",0,0,0,0,0,2084.36959234233,62.6,5.52,27.2943638015717,0,0,0,0,0
"1053",2033,"Gas CC CCS","Reference",0,0,0,0,0,2084.36959234233,62.6,5.52,27.2943638015717,0,0,0,0,0
"1054",2033,"Gas CT","Reference",167870.7,18069.59575,1909.1,-1516,393.1,832.212793575923,20.9,4.94,34.4713678290766,327142.849154695,3508497.63,89263.803005,622883.681620969,4220645.11462597
"1055",2033,"Gas CT","95% by 2035",166699.85,23665.5117,2406.52274900918,-2077.85000000001,328.672749009174,832.212793575923,20.9,4.94,34.4713678290766,273525.666625203,3484026.865,116907.627798,815782.558674016,4416717.05147202
"1056",2033,"Gas CT","95% by 2050",167149.3,18371.60375,1909.1,-1903.70000000001,5.39999999998827,832.212793575923,20.9,4.94,34.4713678290766,4493.94908530022,3493420.37,90755.722525,633294.310476293,4217470.40300129
"1057",2033,"Geothermal","Reference",3801.45,28308.763,0,22.1499999999996,22.1499999999996,5467.32931960099,127.575667709165,0,0,121101.34442916,484972.522013005,0,0,484972.522013005
"1058",2033,"Geothermal","95% by 2035",4590,34134.36,0,109.4,109.4,5467.32931960099,127.575667709165,0,0,598125.827564346,585572.314785067,0,0,585572.314785067
"1059",2033,"Geothermal","95% by 2050",3801.45,28308.493,0,22.1499999999996,22.1499999999996,5467.32931960099,127.575667709165,0,0,121101.34442916,484972.522013005,0,0,484972.522013005
"1060",2033,"Hydro","Reference",79499.5,281901.775,0,5.60000000000582,5.60000000000582,2528.24932757448,63.25971,0,0,14158.1962344318,5029115.315145,0,0,5029115.315145
"1061",2033,"Hydro","95% by 2035",79690.4,266134.955,0,67.0999999999913,67.0999999999913,2528.24932757448,63.25971,0,0,169645.529880226,5041191.593784,0,0,5041191.593784
"1062",2033,"Hydro","95% by 2050",79494.3,280967.82,0,19.3999999999942,19.3999999999942,2528.24932757448,63.25971,0,0,49048.0369549302,5028786.364653,0,0,5028786.364653
"1063",2033,"Nuclear","Reference",92091.6,735209.3,0,0,0,6699.46643525888,144.97233201581,2.35177865612648,7.29621597332016,0,13350734.0110672,1729049.53952569,5364245.83839353,20444029.3889864
"1064",2033,"Nuclear","95% by 2035",92091.6,732980.42,0,0,0,6699.46643525888,144.97233201581,2.35177865612648,7.29621597332016,0,13350734.0110672,1723807.70711462,5347983.44853492,20422525.1667167
"1065",2033,"Nuclear","95% by 2050",92091.6,735201.45,0,0,0,6699.46643525888,144.97233201581,2.35177865612648,7.29621597332016,0,13350734.0110672,1729031.07806324,5364188.56309814,20443953.6522285
"1066",2033,"PHS","95% by 2035",31253.55,43088.075,0,4061.85,4061.85,2528.24932757448,63.25971,0,0,10269369.5312084,1977090.5094705,0,0,1977090.5094705
"1067",2033,"PHS","95% by 2050",29144,28821.262,0,1279.3,1279.3,2528.24932757448,63.25971,0,0,3234389.36476603,1843640.98824,0,0,1843640.98824
"1068",2033,"PHS","Reference",29398.3,28975.464,0,1113.9,1113.9,2528.24932757448,63.25971,0,0,2816216.92598522,1859727.932493,0,0,1859727.932493
"1069",2033,"PV dist","95% by 2050",85756.8,123992.96,0,4505.59999999999,4505.59999999999,937.984911227604,12.4759906964438,0,0,4226184.81602708,1069901.03895679,0,0,1069901.03895679
"1070",2033,"PV dist","95% by 2035",85756.8,121210.215,0,4505.59999999999,4505.59999999999,937.984911227604,12.4759906964438,0,0,4226184.81602708,1069901.03895679,0,0,1069901.03895679
"1071",2033,"PV dist","Reference",85756.8,124031.47,0,4505.59999999999,4505.59999999999,937.984911227604,12.4759906964438,0,0,4226184.81602708,1069901.03895679,0,0,1069901.03895679
"1072",2033,"PV utility","95% by 2050",246417.6,563666.65,189.734082182682,11838.7,12028.4340821827,755.168529334424,16.3858195620599,0,0,9083494.87603794,4037754.33051585,0,0,4037754.33051585
"1073",2033,"PV utility","Reference",226151.95,525485.18,123.892331471587,10275.75,10399.6423314716,755.168529334424,16.3858195620599,0,0,7853482.60506142,3705685.04630799,0,0,3705685.04630799
"1074",2033,"PV utility","95% by 2035",434279.95,944936.575,314.232535658269,67970.35,68284.5825356582,755.168529334424,16.3858195620599,0,0,51566367.7696681,7116032.90012039,0,0,7116032.90012039
"1075",2033,"Wind off","95% by 2050",25731,96652.305,0,2400,2400,2287.36727518324,82.741955493297,0,0,5489681.46043978,2129033.25679803,0,0,2129033.25679803
"1076",2033,"Wind off","Reference",25731,96581.853,0,2400,2400,2287.36727518324,82.741955493297,0,0,5489681.46043978,2129033.25679803,0,0,2129033.25679803
"1077",2033,"Wind off","95% by 2035",25731,96472.455,0,2400,2400,2287.36727518324,82.741955493297,0,0,5489681.46043978,2129033.25679803,0,0,2129033.25679803
"1078",2033,"Wind on","95% by 2050",211729.6,762051.55,1132.3,13711.8,14844.1,921.5,38.073625,0,0,13678838.15,8061313.3918,0,0,8061313.3918
"1079",2033,"Wind on","Reference",184144.45,651015.68,1132.3,7523.95000000001,8656.25000000001,921.5,38.073625,0,0,7976734.37500001,7011046.73513125,0,0,7011046.73513125
"1080",2033,"Wind on","95% by 2035",364615.45,1269210.9,1132.3,51801.65,52933.95,921.5,38.073625,0,0,48778634.925,13882231.9125062,0,0,13882231.9125062
"1081",2034,"Batteries","95% by 2035",116024.7,193785.52,249.05,29696.05,29945.1,744.889130616702,18.6222282654176,0,0,22305779.5052302,2160638.4478266,0,0,2160638.4478266
"1082",2034,"Batteries","95% by 2050",52517.3,70089.91,249.05,4131.65,4380.7,744.889130616702,18.6222282654176,0,0,3263135.81449259,977989.148483416,0,0,977989.148483416
"1083",2034,"Batteries","Reference",52272.9,66807.64,249.05,2643.7,2892.75,744.889130616702,18.6222282654176,0,0,2154778.03259147,973437.875895348,0,0,973437.875895348
"1084",2034,"Biomass","95% by 2050",5603.9,32159.866,134,-136.15,0,4039.98376282921,149.833992094862,4.79249011857707,3.19246619489232,0,839654.708300397,154125.840019763,102669.285037267,1096449.83335743
"1085",2034,"Biomass","Reference",5603.9,32186.736,134,-136.15,0,4039.98376282921,149.833992094862,4.79249011857707,3.19246619489232,0,839654.708300397,154254.614229249,102755.066603924,1096664.38913357
"1086",2034,"Biomass","95% by 2035",5603.9,28963.306,134,-136.15,0,4039.98376282921,149.833992094862,4.79249011857707,3.19246619489232,0,839654.708300397,138806.357806324,92464.3752973219,1070925.44140404
